id,lat,lon,elev,elev_diff,dist_diff,time_diff,speed,pace,elap_elev_gain,elap_dist,elap_time,edge_id,osm_lat,osm_lon
1,41.804298,2.41805,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439,41.804276,2.4180598
2,41.804265,2.417997,1101.9,1.9,5.73,12.0,0.48,34.72,1.9,0.01,0.2,439,41.804264,2.4179968
3,41.80427,2.417932,1103.8,1.9,5.43,6.0,0.9,18.52,3.8,0.01,0.3,439,41.804274,2.4179326
4,41.804287,2.417873,1104.8,1.0,5.25,4.0,1.31,12.72,4.8,0.02,0.37,439,41.804285,2.4178724
5,41.804328,2.417832,1105.8,1.0,5.69,5.0,1.14,14.62,5.8,0.02,0.45,439,41.804296,2.4178245
6,41.804339,2.417764,1106.0,0.2,5.78,6.0,0.96,17.36,6.0,0.03,0.55,439,41.804309,2.4177588
7,41.804345,2.417701,1106.5,0.5,5.28,4.0,1.32,12.63,6.5,0.03,0.62,439,41.80432,2.417696
8,41.804369,2.417642,1107.0,0.5,5.58,5.0,1.12,14.88,7.0,0.04,0.7,439,41.804333,2.4176347
9,41.804377,2.417582,1108.0,1.0,5.06,5.0,1.01,16.5,8.0,0.04,0.78,439,41.804339,2.4175788
10,41.80437,2.417516,1108.9,0.9,5.54,5.0,1.11,15.02,8.9,0.05,0.87,439,41.804344,2.4175138
11,41.804364,2.417446,1109.0,0.1,5.86,5.0,1.17,14.25,9.0,0.06,0.95,439,41.804345,2.4174461
12,41.804354,2.41737,1109.1,0.1,6.41,5.0,1.28,13.02,9.1,0.06,1.03,439,41.804345,2.41737
13,41.804344,2.417302,1109.5,0.4,5.76,4.0,1.44,11.57,9.5,0.07,1.1,439,41.804335,2.4173038
14,41.804313,2.417248,1110.2,0.7,5.66,5.0,1.13,14.75,10.2,0.07,1.18,439,41.804324,2.417246
15,41.804305,2.417182,1110.5,0.3,5.56,4.0,1.39,11.99,10.5,0.08,1.25,439,41.804311,2.4171808
16,41.804295,2.417117,1110.7,0.2,5.51,8.0,0.69,24.15,10.7,0.08,1.38,439,41.804302,2.4171163
17,41.804297,2.417054,1110.9,0.2,5.24,5.0,1.05,15.87,10.9,0.09,1.47,439,41.804296,2.4170541
18,41.804293,2.416986,1110.9,0.0,5.67,5.0,1.13,14.75,10.9,0.1,1.55,439,41.804289,2.4169864
19,41.804288,2.416921,1111.3,0.4,5.43,4.0,1.36,12.25,11.3,0.1,1.62,439,41.804283,2.4169215
20,41.804277,2.416861,1111.4,0.1,5.13,5.0,1.03,16.18,11.4,0.11,1.7,439,41.804277,2.416861
21,41.804259,2.416802,1111.7,0.3,5.3,6.0,0.88,18.94,11.7,0.11,1.8,439,41.804268,2.4168007
22,41.804252,2.416727,1111.9,0.2,6.28,6.0,1.05,15.87,11.9,0.12,1.9,439,41.804256,2.4167263
23,41.804247,2.416659,1112.8,0.9,5.68,6.0,0.95,17.54,12.8,0.12,2.0,439,41.804255,2.4166595
24,41.804266,2.4166,1113.6,0.8,5.34,5.0,1.07,15.58,13.6,0.13,2.08,439,41.804259,2.4165995
25,41.804312,2.416586,1114.1,0.5,5.24,5.0,1.05,15.87,14.1,0.13,2.17,439,41.80429,2.4165645
26,41.804358,2.416562,1114.6,0.5,5.48,11.0,0.5,33.33,14.6,0.14,2.35,439,41.804324,2.4165291
27,41.804375,2.416501,1114.8,0.2,5.41,10.0,0.54,30.86,14.8,0.14,2.52,439,41.804376,2.4165032
28,41.804428,2.416492,1116.1,1.3,5.93,9.0,0.66,25.25,16.1,0.15,2.67,439,41.804428,2.4164878
29,41.804478,2.416492,1118.6,2.5,5.55,6.0,0.92,18.12,18.6,0.16,2.77,439,41.804476,2.4164832
30,41.804526,2.416474,1120.1,1.5,5.54,5.0,1.11,15.02,20.1,0.16,2.85,439,41.804523,2.4164661
31,41.804557,2.416428,1121.6,1.5,5.14,3.0,1.71,9.75,21.6,0.17,2.9,439,41.804564,2.4164325
32,41.80459,2.416383,1123.1,1.5,5.24,4.0,1.31,12.72,23.1,0.17,2.97,439,41.80459,2.4163832
33,41.804616,2.416328,1123.2,0.1,5.41,9.0,0.6,27.78,23.2,0.18,3.12,439,41.804604,2.4163252
34,41.804636,2.416269,1123.2,0.0,5.38,8.0,0.67,24.88,23.2,0.18,3.25,439,41.804623,2.4162645
35,41.804663,2.416218,1123.4,0.2,5.19,7.0,0.74,22.52,23.4,0.19,3.37,439,41.804641,2.4162106
36,41.804661,2.416154,1124.6,1.2,5.32,14.0,0.38,43.86,24.6,0.19,3.6,439,41.804633,2.4161607
37,41.804647,2.416095,1126.3,1.7,5.14,9.0,0.57,29.24,26.3,0.2,3.75,439,41.804647,2.4160853
38,41.804699,2.416106,1128.0,1.7,5.85,7.0,0.84,19.84,28.0,0.2,3.87,439,41.804697,2.4161006
39,41.804746,2.416104,1129.7,1.7,5.22,12.0,0.44,37.88,29.7,0.21,4.07,439,41.80473,2.4160857
40,41.804782,2.416057,1131.0,1.3,5.59,10.0,0.56,29.76,31.0,0.21,4.23,439,41.804764,2.4160428
41,41.804828,2.416044,1131.7,0.7,5.22,7.0,0.75,22.22,31.7,0.22,4.35,439,41.804813,2.4160137
42,41.804857,2.41599,1133.6,1.9,5.52,7.0,0.79,21.1,33.6,0.23,4.47,439,41.804839,2.4159896
43,41.804844,2.415931,1135.3,1.7,5.11,6.0,0.85,19.61,35.3,0.23,4.57,439,41.804841,2.4159309
44,41.804868,2.415872,1136.0,0.7,5.58,7.0,0.8,20.83,36.0,0.24,4.68,439,41.804843,2.4158704
45,41.804862,2.415795,1137.2,1.2,6.43,5.0,1.29,12.92,37.2,0.24,4.77,439,41.804848,2.4157941
46,41.804854,2.415713,1137.9,0.7,6.87,6.0,1.14,14.62,37.9,0.25,4.87,439,41.804848,2.4157132
47,41.804842,2.415642,1138.5,0.6,6.05,5.0,1.21,13.77,38.5,0.26,4.95,439,41.804845,2.4156419
48,41.804833,2.415576,1138.8,0.3,5.58,5.0,1.12,14.88,38.8,0.26,5.03,439,41.804842,2.4155756
49,41.804839,2.415514,1138.9,0.1,5.2,5.0,1.04,16.03,38.9,0.27,5.12,439,41.80484,2.415514
