id,avg_pace,pace_group,pace_color,total_tracks,total_tracks_group,total_tracks_color,list_tracks,map_tooltip,map_popup,geometry
5,28.76,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115555882],Edge <b>5</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 5</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 28:46 min/km</li>
                        </ul></div>","LINESTRING (2.3473921 41.801154, 2.3471243 41.8011241, 2.3468198 41.8011298, 2.3467184 41.8011347)"
6,29.08,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115577815],Edge <b>6</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 6</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 29:05 min/km</li>
                        </ul></div>","LINESTRING (2.3473921 41.801154, 2.3473835 41.8014085, 2.3473824 41.8015304, 2.3473757 41.8016066, 2.347368 41.8016522, 2.3473542 41.801686, 2.3473302 41.8017334, 2.3472679 41.8018154, 2.3471785 41.8019146)"
257,37.64,From 30 to 45 min/km,#F37199,3,Less than 25 tracks,#FCEF91,"[115555882, 115555882, 115577815]",Edge <b>257</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 257</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 3</li>
                            <li><b>Average pace</b>: 37:38 min/km</li>
                        </ul></div>","LINESTRING (2.3479878 41.8011493, 2.3478459 41.8011856, 2.3476497 41.8011096, 2.3476369 41.8010842, 2.347656 41.8010346, 2.3476997 41.8010011, 2.347772 41.8009663)"
258,18.85,From 15 to 30 min/km,#E53888,3,Less than 25 tracks,#FCEF91,"[115555882, 115555882, 115577815]",Edge <b>258</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 258</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 3</li>
                            <li><b>Average pace</b>: 18:51 min/km</li>
                        </ul></div>","LINESTRING (2.3479878 41.8011493, 2.3480421 41.8011664, 2.3480949 41.8011772, 2.3481651 41.8012422, 2.3483393 41.8012841, 2.3484456 41.8013379, 2.3485987 41.8013426, 2.3486327 41.8013534, 2.3486623 41.8013992)"
261,24.88,From 15 to 30 min/km,#E53888,3,Less than 25 tracks,#FCEF91,"[115555882, 115555882, 115577815]",Edge <b>261</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 261</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 3</li>
                            <li><b>Average pace</b>: 24:53 min/km</li>
                        </ul></div>","LINESTRING (2.3517326 41.8045187, 2.3515419 41.804333, 2.3513264 41.8042315, 2.35115 41.8040171, 2.3510016 41.8038908, 2.3509516 41.8037752, 2.350876 41.8036931, 2.3508217 41.803613, 2.3506923 41.8034729, 2.3505807 41.8033381, 2.3504784 41.8031714, 2.3503135 41.80306, 2.3501452 41.8029681, 2.349847 41.8027858, 2.3497706 41.8026247, 2.3496737 41.8025711, 2.3495363 41.8025167, 2.349345 41.8023992, 2.3492831 41.8023282, 2.3492104 41.8022552, 2.3490729 41.8021172, 2.3489839 41.8019951, 2.3490021 41.80189, 2.3489341 41.8017724, 2.3488236 41.8016967, 2.348692 41.8016573, 2.3486116 41.8016274, 2.3485141 41.8015609, 2.3485181 41.8015012)"
262,23.92,From 15 to 30 min/km,#E53888,3,Less than 25 tracks,#FCEF91,"[115555882, 115555882, 115577815]",Edge <b>262</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 262</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 3</li>
                            <li><b>Average pace</b>: 23:55 min/km</li>
                        </ul></div>","LINESTRING (2.3517326 41.8045187, 2.3517698 41.8046184, 2.3518598 41.8047211, 2.3520475 41.8048541, 2.3522108 41.8050145, 2.3524801 41.8052294, 2.3528675 41.8054389, 2.3530538 41.8055253, 2.3532428 41.8056257, 2.3534342 41.8057499, 2.3535766 41.8058049, 2.3537271 41.8058347, 2.3538884 41.8058516, 2.3541735 41.805996, 2.3543318 41.8060287, 2.3544183 41.8060749, 2.3545085 41.806099, 2.3547972 41.806233, 2.3548804 41.8062906, 2.35502 41.8063542, 2.3550729 41.8064109, 2.3551178 41.8064266, 2.3551978 41.8064775, 2.355448 41.8065433, 2.3555033 41.8065345, 2.3555692 41.8065096, 2.3556997 41.8065001, 2.355848 41.8065537, 2.355897 41.8066133, 2.3559544 41.806653, 2.3560446 41.806673, 2.3561808 41.8066855)"
265,14.29,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115555882],Edge <b>265</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 265</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 14:17 min/km</li>
                        </ul></div>","LINESTRING (2.3561808 41.8066855, 2.356358 41.8067622, 2.3563843 41.8068473, 2.3565126 41.8069154, 2.3566632 41.8070319)"
266,24.16,From 15 to 30 min/km,#E53888,2,Less than 25 tracks,#FCEF91,"[115555882, 115577815]",Edge <b>266</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 266</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 24:10 min/km</li>
                        </ul></div>","LINESTRING (2.3561808 41.8066855, 2.3564961 41.8067191, 2.3567598 41.8067397)"
267,18.92,From 15 to 30 min/km,#E53888,3,Less than 25 tracks,#FCEF91,"[115555882, 115555882, 115577815]",Edge <b>267</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 267</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 3</li>
                            <li><b>Average pace</b>: 18:55 min/km</li>
                        </ul></div>","LINESTRING (2.3604979 41.806263, 2.3608087 41.8063297, 2.361347 41.8064093, 2.3614963 41.8063785, 2.3616362 41.8064116, 2.3617235 41.8064227, 2.3618523 41.8064519, 2.3619109 41.8064946, 2.3620103 41.8065761, 2.3622697 41.8067279)"
268,15.25,From 15 to 30 min/km,#E53888,3,Less than 25 tracks,#FCEF91,"[115555882, 115555882, 115577815]",Edge <b>268</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 268</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 3</li>
                            <li><b>Average pace</b>: 15:15 min/km</li>
                        </ul></div>","LINESTRING (2.3604979 41.806263, 2.3599064 41.8061475, 2.3597396 41.806138, 2.3595175 41.806112, 2.3593711 41.8061098, 2.3587879 41.8062297, 2.3586623 41.8062508, 2.3585084 41.806353, 2.3584037 41.8064031, 2.3583231 41.8064772, 2.358112 41.8065933, 2.3578717 41.8066869, 2.3574361 41.8067512, 2.3572072 41.8067649, 2.356853 41.806747, 2.3567598 41.8067397)"
