id,avg_pace,pace_group,pace_color,total_tracks,total_tracks_group,total_tracks_color,list_tracks,map_tooltip,map_popup,geometry
3,23.95,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115560771],Edge <b>3</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 3</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 23:57 min/km</li>
                        </ul></div>","LINESTRING (2.3473921 41.801154, 2.3473243 41.8011587)"
5,20.86,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115560771],Edge <b>5</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 5</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 20:52 min/km</li>
                        </ul></div>","LINESTRING (2.3473921 41.801154, 2.3471243 41.8011241, 2.3468198 41.8011298, 2.3467184 41.8011347)"
6,29.08,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115577815],Edge <b>6</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 6</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 29:05 min/km</li>
                        </ul></div>","LINESTRING (2.3473921 41.801154, 2.3473835 41.8014085, 2.3473824 41.8015304, 2.3473757 41.8016066, 2.347368 41.8016522, 2.3473542 41.801686, 2.3473302 41.8017334, 2.3472679 41.8018154, 2.3471785 41.8019146)"
257,19.4,From 15 to 30 min/km,#E53888,5,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771, 115577815]",Edge <b>257</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 257</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 5</li>
                            <li><b>Average pace</b>: 19:24 min/km</li>
                        </ul></div>","LINESTRING (2.3479878 41.8011493, 2.3478459 41.8011856, 2.3476497 41.8011096, 2.3476369 41.8010842, 2.347656 41.8010346, 2.3476997 41.8010011, 2.347772 41.8009663)"
258,19.73,From 15 to 30 min/km,#E53888,5,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771, 115577815]",Edge <b>258</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 258</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 5</li>
                            <li><b>Average pace</b>: 19:44 min/km</li>
                        </ul></div>","LINESTRING (2.3479878 41.8011493, 2.3480421 41.8011664, 2.3480949 41.8011772, 2.3481651 41.8012422, 2.3483393 41.8012841, 2.3484456 41.8013379, 2.3485987 41.8013426, 2.3486327 41.8013534, 2.3486623 41.8013992)"
259,10.85,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115424618],Edge <b>259</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 259</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 10:51 min/km</li>
                        </ul></div>","LINESTRING (2.3517326 41.8045187, 2.3516573 41.8044691, 2.3515663 41.8044707, 2.3515073 41.8044975, 2.3514247 41.8045637, 2.3513189 41.8046629, 2.3511785 41.804788, 2.3511155 41.8048781, 2.3509914 41.8051167, 2.3508014 41.8053341, 2.3507037 41.8054763, 2.3506818 41.8055081, 2.350586 41.805546, 2.3503722 41.8056575, 2.3496183 41.806274, 2.3493252 41.806458, 2.3490769 41.8065282, 2.3484726 41.8068805, 2.3484307 41.806963, 2.3483515 41.807021)"
261,22.95,From 15 to 30 min/km,#E53888,5,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771, 115577815]",Edge <b>261</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 261</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 5</li>
                            <li><b>Average pace</b>: 22:57 min/km</li>
                        </ul></div>","LINESTRING (2.3517326 41.8045187, 2.3515419 41.804333, 2.3513264 41.8042315, 2.35115 41.8040171, 2.3510016 41.8038908, 2.3509516 41.8037752, 2.350876 41.8036931, 2.3508217 41.803613, 2.3506923 41.8034729, 2.3505807 41.8033381, 2.3504784 41.8031714, 2.3503135 41.80306, 2.3501452 41.8029681, 2.349847 41.8027858, 2.3497706 41.8026247, 2.3496737 41.8025711, 2.3495363 41.8025167, 2.349345 41.8023992, 2.3492831 41.8023282, 2.3492104 41.8022552, 2.3490729 41.8021172, 2.3489839 41.8019951, 2.3490021 41.80189, 2.3489341 41.8017724, 2.3488236 41.8016967, 2.348692 41.8016573, 2.3486116 41.8016274, 2.3485141 41.8015609, 2.3485181 41.8015012)"
262,20.86,From 15 to 30 min/km,#E53888,5,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771, 115577815]",Edge <b>262</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 262</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 5</li>
                            <li><b>Average pace</b>: 20:52 min/km</li>
                        </ul></div>","LINESTRING (2.3517326 41.8045187, 2.3517698 41.8046184, 2.3518598 41.8047211, 2.3520475 41.8048541, 2.3522108 41.8050145, 2.3524801 41.8052294, 2.3528675 41.8054389, 2.3530538 41.8055253, 2.3532428 41.8056257, 2.3534342 41.8057499, 2.3535766 41.8058049, 2.3537271 41.8058347, 2.3538884 41.8058516, 2.3541735 41.805996, 2.3543318 41.8060287, 2.3544183 41.8060749, 2.3545085 41.806099, 2.3547972 41.806233, 2.3548804 41.8062906, 2.35502 41.8063542, 2.3550729 41.8064109, 2.3551178 41.8064266, 2.3551978 41.8064775, 2.355448 41.8065433, 2.3555033 41.8065345, 2.3555692 41.8065096, 2.3556997 41.8065001, 2.355848 41.8065537, 2.355897 41.8066133, 2.3559544 41.806653, 2.3560446 41.806673, 2.3561808 41.8066855)"
265,15.59,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115424618],Edge <b>265</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 265</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 15:35 min/km</li>
                        </ul></div>","LINESTRING (2.3561808 41.8066855, 2.356358 41.8067622, 2.3563843 41.8068473, 2.3565126 41.8069154, 2.3566632 41.8070319)"
266,19.4,From 15 to 30 min/km,#E53888,4,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115577815]",Edge <b>266</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 266</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 4</li>
                            <li><b>Average pace</b>: 19:24 min/km</li>
                        </ul></div>","LINESTRING (2.3561808 41.8066855, 2.3564961 41.8067191, 2.3567598 41.8067397)"
267,18.05,From 15 to 30 min/km,#E53888,5,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771, 115577815]",Edge <b>267</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 267</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 5</li>
                            <li><b>Average pace</b>: 18:03 min/km</li>
                        </ul></div>","LINESTRING (2.3604979 41.806263, 2.3608087 41.8063297, 2.361347 41.8064093, 2.3614963 41.8063785, 2.3616362 41.8064116, 2.3617235 41.8064227, 2.3618523 41.8064519, 2.3619109 41.8064946, 2.3620103 41.8065761, 2.3622697 41.8067279)"
268,13.72,Less than 15 min/km,#AC1754,5,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771, 115577815]",Edge <b>268</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 268</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 5</li>
                            <li><b>Average pace</b>: 13:43 min/km</li>
                        </ul></div>","LINESTRING (2.3604979 41.806263, 2.3599064 41.8061475, 2.3597396 41.806138, 2.3595175 41.806112, 2.3593711 41.8061098, 2.3587879 41.8062297, 2.3586623 41.8062508, 2.3585084 41.806353, 2.3584037 41.8064031, 2.3583231 41.8064772, 2.358112 41.8065933, 2.3578717 41.8066869, 2.3574361 41.8067512, 2.3572072 41.8067649, 2.356853 41.806747, 2.3567598 41.8067397)"
270,24.43,From 15 to 30 min/km,#E53888,5,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771, 115577815]",Edge <b>270</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 270</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 5</li>
                            <li><b>Average pace</b>: 24:26 min/km</li>
                        </ul></div>","LINESTRING (2.3622697 41.8067279, 2.3624587 41.8067666, 2.3625456 41.8067796, 2.3627844 41.8067845, 2.362836 41.8067644, 2.3631157 41.8067244, 2.3634523 41.8066136, 2.3636051 41.8065777, 2.3637675 41.8065642, 2.3640182 41.8065119, 2.3641282 41.8063875, 2.364292 41.8062705, 2.3645747 41.8060992, 2.3648088 41.8058595, 2.3650756 41.8055803, 2.3652654 41.8053919, 2.3653798 41.8053448, 2.3656356 41.8051821, 2.3657751 41.8050508, 2.3658676 41.805009, 2.3659574 41.8050162, 2.3662297 41.8050109, 2.3664402 41.8049439, 2.3667862 41.804665, 2.3670106 41.8045168, 2.3671832 41.804455, 2.367338 41.8044099, 2.367489 41.8043902, 2.3676354 41.8043817, 2.3678514 41.8043961, 2.3679349 41.8044142, 2.3679942 41.8044563, 2.3680968 41.8044446, 2.3683475 41.8045171, 2.3685511 41.8045801, 2.3686989 41.804647, 2.3691814 41.8046447, 2.3696133 41.8046487, 2.3696857 41.804634, 2.3697678 41.8046034, 2.3701518 41.8045391, 2.370577 41.8045369, 2.3709437 41.8045041, 2.3710097 41.8045341, 2.3711065 41.8045452, 2.3712803 41.8045341, 2.3716581 41.8045936, 2.371825 41.8046058, 2.3720776 41.804652, 2.3722897 41.8046712, 2.3724483 41.8046803, 2.3725614 41.8047174, 2.3729832 41.8048829, 2.3733174 41.8049882, 2.3736839 41.8050547)"
409,20.72,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115577815],Edge <b>409</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 409</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 20:43 min/km</li>
                        </ul></div>","LINESTRING (2.3471785 41.8019146, 2.3469733 41.8021304, 2.346764 41.8023462, 2.3467176 41.8023972, 2.3466809 41.8024478, 2.3466587 41.8024859, 2.3466452 41.8025248, 2.3466387 41.8025696, 2.3466364 41.8026119, 2.3466394 41.8026496, 2.3466542 41.8026856, 2.3466742 41.8027179, 2.3467065 41.8027552, 2.3467612 41.8028039, 2.3468288 41.8028505, 2.3468899 41.8028829, 2.3469555 41.8029086, 2.3470211 41.802926, 2.3470785 41.8029438, 2.3471123 41.8029566, 2.3471445 41.8029798, 2.3471701 41.8030055, 2.3471863 41.8030307, 2.3471934 41.8030594, 2.3471923 41.803105, 2.3471816 41.8031572, 2.3471545 41.8032052, 2.3471178 41.8032434, 2.3470724 41.8032764, 2.3470109 41.8033043, 2.3465164 41.8034853, 2.3462218 41.8035898, 2.3459321 41.8036941, 2.3456877 41.8037818, 2.3455681 41.8038326, 2.3454451 41.8038958, 2.3453261 41.8039845, 2.3452254 41.8040869, 2.3449212 41.804471, 2.344685 41.804665, 2.3444172 41.8048741, 2.3443188 41.8049907, 2.3442589 41.8051481, 2.3442419 41.8052282, 2.3442257 41.8054065, 2.3442491 41.8055064, 2.3442797 41.805588, 2.3443328 41.8056536, 2.3443941 41.8057102, 2.3444699 41.8057717, 2.3445808 41.8058296, 2.3447702 41.805894, 2.3448448 41.8059387, 2.3448983 41.8060008, 2.344918 41.8060513, 2.3449177 41.8061062, 2.3448849 41.8061685, 2.3447542 41.8062792, 2.3446926 41.806349, 2.3446725 41.8064049, 2.3446725 41.8064738, 2.3446889 41.8065942, 2.3446995 41.8067211, 2.344684 41.8068917, 2.344666 41.8071637, 2.3446481 41.8072478, 2.3446158 41.8072949, 2.3445631 41.807333, 2.3444983 41.8073576, 2.3444414 41.8073657, 2.3443763 41.8073637, 2.3442086 41.8073352, 2.3441085 41.807339, 2.3440234 41.807367, 2.3439595 41.8074158, 2.3438874 41.8074965, 2.3437577 41.8076481, 2.3436787 41.8077285, 2.3433998 41.8079582, 2.3433366 41.8079995, 2.3432673 41.8080378, 2.3431633 41.8080734, 2.3430715 41.8080824, 2.3429919 41.8080748, 2.342783 41.8080501, 2.3421758 41.8079685, 2.3419655 41.8079469, 2.3418355 41.8079482, 2.3417029 41.8079575, 2.3415649 41.8079973, 2.3414337 41.8080671, 2.3413309 41.8081673, 2.3412647 41.8082439, 2.3412012 41.8083265, 2.3410734 41.808553, 2.3409977 41.8087117)"
410,19.18,From 15 to 30 min/km,#E53888,4,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771]",Edge <b>410</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 410</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 4</li>
                            <li><b>Average pace</b>: 19:11 min/km</li>
                        </ul></div>","LINESTRING (2.3471785 41.8019146, 2.3472387 41.8019625, 2.3472446 41.8019911, 2.3472327 41.8020294, 2.3470412 41.802423, 2.3470427 41.8024788, 2.3470995 41.8025055, 2.3471713 41.8024932, 2.3477517 41.8018979, 2.3478639 41.8017518, 2.3479596 41.801608, 2.3480897 41.8015176, 2.3483485 41.8014396, 2.3486623 41.8013992)"
