id,avg_pace,pace_group,pace_color,total_tracks,total_tracks_group,total_tracks_color,list_tracks,map_tooltip,map_popup,geometry
5,12.24,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115639784],Edge <b>5</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 5</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 12:14 min/km</li>
                        </ul></div>","LINESTRING (2.3473921 41.801154, 2.3471243 41.8011241, 2.3468198 41.8011298, 2.3467184 41.8011347)"
238,20.43,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115639784],Edge <b>238</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 238</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 20:26 min/km</li>
                        </ul></div>","LINESTRING (2.3499431 41.8190352, 2.3499313 41.8189878, 2.3498039 41.8189364, 2.34968 41.8189245, 2.3494128 41.8188731, 2.3493385 41.8188071, 2.3492163 41.8187755, 2.3491367 41.818786, 2.3490659 41.8188085, 2.3489615 41.8187768, 2.348935 41.8187135, 2.3488872 41.8186845, 2.3488483 41.8186463, 2.348804 41.8186845, 2.3487191 41.8186871, 2.3486518 41.8186739, 2.3485475 41.8187749, 2.3484828 41.8188047, 2.348452 41.8188598, 2.3483842 41.8188483, 2.3483226 41.8189149, 2.3482179 41.8189264, 2.3481809 41.8189126, 2.3480268 41.8189448, 2.3478789 41.81897, 2.3477619 41.8189563, 2.3476664 41.8189586, 2.3476078 41.8189586, 2.3474414 41.8189861, 2.3473866 41.8189478, 2.3472592 41.8189425, 2.3471955 41.8189636, 2.3470893 41.8189662, 2.3469973 41.8188977, 2.3469442 41.8189267, 2.3467708 41.8189557, 2.3467177 41.8189768, 2.3467246 41.8190083, 2.3469365 41.8189703, 2.3468829 41.8190223, 2.3466281 41.8190842, 2.346502 41.8191102, 2.346384 41.8191662, 2.3464055 41.8191002, 2.3464162 41.8190742, 2.3464618 41.8190423, 2.3464296 41.8190263, 2.3463443 41.8190705, 2.3463625 41.8190203, 2.3462821 41.8190023, 2.3462338 41.8189343, 2.3461667 41.8189143, 2.3460648 41.8189283, 2.3459736 41.8189143, 2.3458985 41.8189483, 2.3458638 41.8190953, 2.345872 41.819165, 2.345876 41.8192771, 2.3457988 41.8193407, 2.3457053 41.8194225, 2.3456931 41.8195043, 2.3455833 41.8196104, 2.3453191 41.8197255, 2.3452188 41.8197457, 2.3450582 41.8197776)"
257,28.57,From 15 to 30 min/km,#E53888,2,Less than 25 tracks,#FCEF91,"[115639784, 115639784]",Edge <b>257</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 257</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 28:34 min/km</li>
                        </ul></div>","LINESTRING (2.3479878 41.8011493, 2.3478459 41.8011856, 2.3476497 41.8011096, 2.3476369 41.8010842, 2.347656 41.8010346, 2.3476997 41.8010011, 2.347772 41.8009663)"
258,18.58,From 15 to 30 min/km,#E53888,2,Less than 25 tracks,#FCEF91,"[115639784, 115639784]",Edge <b>258</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 258</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 18:35 min/km</li>
                        </ul></div>","LINESTRING (2.3479878 41.8011493, 2.3480421 41.8011664, 2.3480949 41.8011772, 2.3481651 41.8012422, 2.3483393 41.8012841, 2.3484456 41.8013379, 2.3485987 41.8013426, 2.3486327 41.8013534, 2.3486623 41.8013992)"
261,22.88,From 15 to 30 min/km,#E53888,2,Less than 25 tracks,#FCEF91,"[115639784, 115639784]",Edge <b>261</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 261</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 22:53 min/km</li>
                        </ul></div>","LINESTRING (2.3517326 41.8045187, 2.3515419 41.804333, 2.3513264 41.8042315, 2.35115 41.8040171, 2.3510016 41.8038908, 2.3509516 41.8037752, 2.350876 41.8036931, 2.3508217 41.803613, 2.3506923 41.8034729, 2.3505807 41.8033381, 2.3504784 41.8031714, 2.3503135 41.80306, 2.3501452 41.8029681, 2.349847 41.8027858, 2.3497706 41.8026247, 2.3496737 41.8025711, 2.3495363 41.8025167, 2.349345 41.8023992, 2.3492831 41.8023282, 2.3492104 41.8022552, 2.3490729 41.8021172, 2.3489839 41.8019951, 2.3490021 41.80189, 2.3489341 41.8017724, 2.3488236 41.8016967, 2.348692 41.8016573, 2.3486116 41.8016274, 2.3485141 41.8015609, 2.3485181 41.8015012)"
262,28.62,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115639784],Edge <b>262</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 262</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 28:37 min/km</li>
                        </ul></div>","LINESTRING (2.3517326 41.8045187, 2.3517698 41.8046184, 2.3518598 41.8047211, 2.3520475 41.8048541, 2.3522108 41.8050145, 2.3524801 41.8052294, 2.3528675 41.8054389, 2.3530538 41.8055253, 2.3532428 41.8056257, 2.3534342 41.8057499, 2.3535766 41.8058049, 2.3537271 41.8058347, 2.3538884 41.8058516, 2.3541735 41.805996, 2.3543318 41.8060287, 2.3544183 41.8060749, 2.3545085 41.806099, 2.3547972 41.806233, 2.3548804 41.8062906, 2.35502 41.8063542, 2.3550729 41.8064109, 2.3551178 41.8064266, 2.3551978 41.8064775, 2.355448 41.8065433, 2.3555033 41.8065345, 2.3555692 41.8065096, 2.3556997 41.8065001, 2.355848 41.8065537, 2.355897 41.8066133, 2.3559544 41.806653, 2.3560446 41.806673, 2.3561808 41.8066855)"
263,20.43,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115639784],Edge <b>263</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 263</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 20:26 min/km</li>
                        </ul></div>","LINESTRING (2.351702 41.8046161, 2.3516264 41.804726, 2.3515498 41.8048391, 2.3514627 41.8051057, 2.3513689 41.8054219, 2.3512804 41.805628, 2.3512042 41.8062637, 2.351231 41.8066888, 2.3512621 41.8069296, 2.3512053 41.807477, 2.3511365 41.8077524, 2.3510034 41.80805, 2.3509779 41.8081782, 2.3509478 41.8083008, 2.3509639 41.808449, 2.3509714 41.8086231, 2.3509752 41.8087006, 2.3509505 41.8087632, 2.3508044 41.8089285, 2.350752 41.8089867, 2.3507147 41.8090646, 2.3506769 41.8091545, 2.3506593 41.8092307, 2.3506447 41.8092964, 2.3506339 41.8094592, 2.3506444 41.8096465, 2.3506603 41.8097222, 2.3506668 41.8098271, 2.3506447 41.8099824, 2.3506025 41.8101181, 2.3505455 41.8102323, 2.3504649 41.8103333)"
264,20.43,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115639784],Edge <b>264</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 264</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 20:26 min/km</li>
                        </ul></div>","LINESTRING (2.351702 41.8046161, 2.3523435 41.8057359, 2.3527319 41.8065153, 2.353165 41.8070608, 2.3535303 41.8074128)"
410,15.61,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115639784],Edge <b>410</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 410</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 15:37 min/km</li>
                        </ul></div>","LINESTRING (2.3471785 41.8019146, 2.3472387 41.8019625, 2.3472446 41.8019911, 2.3472327 41.8020294, 2.3470412 41.802423, 2.3470427 41.8024788, 2.3470995 41.8025055, 2.3471713 41.8024932, 2.3477517 41.8018979, 2.3478639 41.8017518, 2.3479596 41.801608, 2.3480897 41.8015176, 2.3483485 41.8014396, 2.3486623 41.8013992)"
411,14.1,Less than 15 min/km,#AC1754,2,Less than 25 tracks,#FCEF91,"[115639784, 115639784]",Edge <b>411</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 411</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 14:06 min/km</li>
                        </ul></div>","LINESTRING (2.3516924 41.8126075, 2.3516779 41.8125239, 2.3516929 41.8123433, 2.3516375 41.812127, 2.3515929 41.8120678, 2.3515277 41.812006, 2.3514333 41.8119572, 2.3512472 41.8119074, 2.3510318 41.811845, 2.35098 41.8117965, 2.3509525 41.8117502, 2.3509344 41.8116694, 2.3509526 41.8115391, 2.3509839 41.8114704, 2.3510542 41.8113466, 2.3510946 41.8112285, 2.3510737 41.8111226, 2.3509929 41.8110044, 2.350921 41.8109498, 2.3508254 41.8109141, 2.3504993 41.8108249, 2.3503835 41.8107985, 2.3502858 41.8107672, 2.3502241 41.8107234, 2.3502113 41.8106762, 2.3502327 41.8106082, 2.3503004 41.8105139, 2.3504649 41.8103333)"
412,22.98,From 15 to 30 min/km,#E53888,2,Less than 25 tracks,#FCEF91,"[115639784, 115639784]",Edge <b>412</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 412</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 22:59 min/km</li>
                        </ul></div>","LINESTRING (2.3516924 41.8126075, 2.3516517 41.8126891, 2.3515887 41.8127239, 2.3513978 41.8127602, 2.3510465 41.8128768, 2.3508766 41.8129605, 2.35075 41.8130675, 2.3505738 41.8132275, 2.350425 41.8133945, 2.3503397 41.8135807, 2.350341 41.8137068, 2.350312 41.8138413, 2.3502608 41.8140183, 2.3502402 41.8141922, 2.350206 41.8147475, 2.3501366 41.8149203, 2.3500834 41.8150685, 2.3500229 41.8151807, 2.3499043 41.8153355, 2.3497528 41.8154637, 2.3496441 41.8155606, 2.3495618 41.8156802, 2.3493242 41.8159042, 2.3489812 41.8161032, 2.3488107 41.816169, 2.3486174 41.8162236, 2.3484934 41.8162751, 2.3484286 41.8163114, 2.3481138 41.8164794, 2.3479616 41.8165551, 2.3478034 41.8165275, 2.3476587 41.8165257, 2.3475338 41.8165358, 2.3473398 41.8165816, 2.3471676 41.8166509, 2.3470577 41.8167533, 2.3468658 41.8169677, 2.3467449 41.8171787, 2.3466941 41.8172755, 2.3466485 41.8173228, 2.3465804 41.8173467, 2.3464646 41.8173497, 2.3461946 41.8173009, 2.34599 41.8172433, 2.3458899 41.8172512, 2.3457233 41.8172892, 2.3455243 41.8172967, 2.3453638 41.8172665, 2.3452885 41.8172262, 2.3451607 41.8172422, 2.3450722 41.8172605, 2.3448805 41.8172589, 2.3447502 41.8173223, 2.3444992 41.8173916, 2.3443437 41.8174735, 2.3441913 41.8175734, 2.3440796 41.8176537, 2.3440004 41.8177066, 2.3439212 41.8177611, 2.3438562 41.8178141, 2.343775 41.8178868, 2.343708 41.8179296)"
423,23.4,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115639784],Edge <b>423</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 423</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 23:24 min/km</li>
                        </ul></div>","LINESTRING (2.3504649 41.8103333, 2.3504803 41.8104244, 2.3505177 41.8104963, 2.3506358 41.8105081, 2.3508603 41.8104391, 2.3511458 41.810307, 2.3515121 41.8101309, 2.3518113 41.8098755, 2.3519393 41.8096187, 2.3522071 41.8089979, 2.3524277 41.8087249, 2.3526364 41.8085121, 2.35291 41.8084161)"
439,21.7,From 15 to 30 min/km,#E53888,2,Less than 25 tracks,#FCEF91,"[115415523, 115415523]",Edge <b>439</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 439</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 21:42 min/km</li>
                        </ul></div>","LINESTRING (2.4180239 41.8042602, 2.4179703 41.8042675, 2.4178869 41.8042812, 2.4177882 41.8043039, 2.4177176 41.8043161, 2.4176249 41.8043348, 2.4174981 41.8043454, 2.4173589 41.8043448, 2.4172454 41.8043236, 2.4171468 41.8043051, 2.4169999 41.8042906, 2.4168628 41.804277, 2.4166992 41.8042524, 2.4165964 41.8042589, 2.4165201 41.8043327, 2.4164894 41.8044109, 2.4164832 41.804476, 2.4164564 41.8045501, 2.4164167 41.8045739, 2.4163824 41.8045907, 2.4163109 41.8046071, 2.4162031 41.8046435, 2.4161534 41.8046315, 2.4160845 41.8046258, 2.416086 41.8046643, 2.4161036 41.8046898, 2.4160857 41.8047304, 2.4160355 41.8047695, 2.4160003 41.8048391, 2.4158874 41.8048419, 2.4157632 41.8048498, 2.4156981 41.8048476, 2.4155405 41.8048405, 2.4152969 41.8048364, 2.4151458 41.8048267, 2.4149509 41.8048075, 2.4148726 41.8047992, 2.4147041 41.8047693, 2.4146543 41.8047511, 2.4145482 41.8047173, 2.4143966 41.8047118, 2.4142905 41.8046573, 2.4138897 41.8045765, 2.4136309 41.8045316, 2.4134482 41.8044799, 2.4133105 41.8044392, 2.4131716 41.8044057, 2.4129769 41.8043614, 2.4127402 41.804325, 2.4125726 41.8043052, 2.4123896 41.8043432, 2.4123278 41.8043654, 2.4122389 41.8043343, 2.4121723 41.804323, 2.4121669 41.8042979, 2.4123107 41.8042584, 2.4124156 41.8041921, 2.4125291 41.8040984, 2.4126172 41.8040548, 2.4127258 41.8040138, 2.4127695 41.8039881, 2.4128881 41.8039526, 2.4129619 41.8039037, 2.4129393 41.8038841, 2.412896 41.8038811, 2.4128339 41.80389, 2.4126567 41.8038904, 2.4122868 41.8038718, 2.4121508 41.8038619, 2.4117938 41.8037795, 2.4117555 41.8037634, 2.4116503 41.8036714, 2.4114791 41.8035531, 2.4115466 41.8034868, 2.4116881 41.8034823, 2.411857 41.8034803, 2.4120289 41.8034971, 2.412098 41.8034222, 2.4121208 41.8032735, 2.4121652 41.8031855)"
441,20.43,From 15 to 30 min/km,#E53888,2,Less than 25 tracks,#FCEF91,"[115415523, 115415523]",Edge <b>441</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 441</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 20:26 min/km</li>
                        </ul></div>","LINESTRING (2.4180239 41.8042602, 2.4180812 41.8042861, 2.4180956 41.8042953, 2.4181224 41.8043076, 2.4181553 41.8043241, 2.4182602 41.8043622)"
505,11.18,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115639784],Edge <b>505</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 505</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 11:11 min/km</li>
                        </ul></div>","LINESTRING (2.347772 41.8009663, 2.3475991 41.8009434)"
873,20.43,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115415523],Edge <b>873</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 873</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 20:26 min/km</li>
                        </ul></div>","LINESTRING (2.3909614 41.8065705, 2.3908473 41.8065306, 2.3908 41.806382, 2.3907335 41.8063112, 2.3907651 41.8062443, 2.390762 41.8061753, 2.3909068 41.8061265, 2.3909599 41.8060378, 2.3908948 41.8058907, 2.390863 41.8057718, 2.3908492 41.8056728, 2.3907966 41.8055532, 2.3908298 41.8054398, 2.3909203 41.8050454)"
1083,20.43,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115639784],Edge <b>1083</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1083</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 20:26 min/km</li>
                        </ul></div>","LINESTRING (2.3535303 41.8074128, 2.3536937 41.8074451, 2.3539697 41.8075034, 2.3546673 41.8072832, 2.3554264 41.8071578, 2.3561363 41.8070416, 2.3567598 41.8067397)"
