id,avg_pace,pace_group,pace_color,total_tracks,total_tracks_group,total_tracks_color,list_tracks,map_tooltip,map_popup,geometry
258,18.48,From 15 to 30 min/km,#E53888,4,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771]",Edge <b>258</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 258</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 4</li>
                            <li><b>Average pace</b>: 18:29 min/km</li>
                        </ul></div>","LINESTRING (2.3479878 41.8011493, 2.3480421 41.8011664, 2.3480949 41.8011772, 2.3481651 41.8012422, 2.3483393 41.8012841, 2.3484456 41.8013379, 2.3485987 41.8013426, 2.3486327 41.8013534, 2.3486623 41.8013992)"
259,10.85,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115424618],Edge <b>259</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 259</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 10:51 min/km</li>
                        </ul></div>","LINESTRING (2.3517326 41.8045187, 2.3516573 41.8044691, 2.3515663 41.8044707, 2.3515073 41.8044975, 2.3514247 41.8045637, 2.3513189 41.8046629, 2.3511785 41.804788, 2.3511155 41.8048781, 2.3509914 41.8051167, 2.3508014 41.8053341, 2.3507037 41.8054763, 2.3506818 41.8055081, 2.350586 41.805546, 2.3503722 41.8056575, 2.3496183 41.806274, 2.3493252 41.806458, 2.3490769 41.8065282, 2.3484726 41.8068805, 2.3484307 41.806963, 2.3483515 41.807021)"
261,20.81,From 15 to 30 min/km,#E53888,4,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771]",Edge <b>261</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 261</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 4</li>
                            <li><b>Average pace</b>: 20:49 min/km</li>
                        </ul></div>","LINESTRING (2.3517326 41.8045187, 2.3515419 41.804333, 2.3513264 41.8042315, 2.35115 41.8040171, 2.3510016 41.8038908, 2.3509516 41.8037752, 2.350876 41.8036931, 2.3508217 41.803613, 2.3506923 41.8034729, 2.3505807 41.8033381, 2.3504784 41.8031714, 2.3503135 41.80306, 2.3501452 41.8029681, 2.349847 41.8027858, 2.3497706 41.8026247, 2.3496737 41.8025711, 2.3495363 41.8025167, 2.349345 41.8023992, 2.3492831 41.8023282, 2.3492104 41.8022552, 2.3490729 41.8021172, 2.3489839 41.8019951, 2.3490021 41.80189, 2.3489341 41.8017724, 2.3488236 41.8016967, 2.348692 41.8016573, 2.3486116 41.8016274, 2.3485141 41.8015609, 2.3485181 41.8015012)"
262,17.23,From 15 to 30 min/km,#E53888,4,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771]",Edge <b>262</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 262</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 4</li>
                            <li><b>Average pace</b>: 17:14 min/km</li>
                        </ul></div>","LINESTRING (2.3517326 41.8045187, 2.3517698 41.8046184, 2.3518598 41.8047211, 2.3520475 41.8048541, 2.3522108 41.8050145, 2.3524801 41.8052294, 2.3528675 41.8054389, 2.3530538 41.8055253, 2.3532428 41.8056257, 2.3534342 41.8057499, 2.3535766 41.8058049, 2.3537271 41.8058347, 2.3538884 41.8058516, 2.3541735 41.805996, 2.3543318 41.8060287, 2.3544183 41.8060749, 2.3545085 41.806099, 2.3547972 41.806233, 2.3548804 41.8062906, 2.35502 41.8063542, 2.3550729 41.8064109, 2.3551178 41.8064266, 2.3551978 41.8064775, 2.355448 41.8065433, 2.3555033 41.8065345, 2.3555692 41.8065096, 2.3556997 41.8065001, 2.355848 41.8065537, 2.355897 41.8066133, 2.3559544 41.806653, 2.3560446 41.806673, 2.3561808 41.8066855)"
265,15.59,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115424618],Edge <b>265</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 265</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 15:35 min/km</li>
                        </ul></div>","LINESTRING (2.3561808 41.8066855, 2.356358 41.8067622, 2.3563843 41.8068473, 2.3565126 41.8069154, 2.3566632 41.8070319)"
266,14.04,Less than 15 min/km,#AC1754,3,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771]",Edge <b>266</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 266</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 3</li>
                            <li><b>Average pace</b>: 14:02 min/km</li>
                        </ul></div>","LINESTRING (2.3561808 41.8066855, 2.3564961 41.8067191, 2.3567598 41.8067397)"
267,16.45,From 15 to 30 min/km,#E53888,4,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771]",Edge <b>267</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 267</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 4</li>
                            <li><b>Average pace</b>: 16:27 min/km</li>
                        </ul></div>","LINESTRING (2.3604979 41.806263, 2.3608087 41.8063297, 2.361347 41.8064093, 2.3614963 41.8063785, 2.3616362 41.8064116, 2.3617235 41.8064227, 2.3618523 41.8064519, 2.3619109 41.8064946, 2.3620103 41.8065761, 2.3622697 41.8067279)"
268,12.35,Less than 15 min/km,#AC1754,4,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771]",Edge <b>268</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 268</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 4</li>
                            <li><b>Average pace</b>: 12:21 min/km</li>
                        </ul></div>","LINESTRING (2.3604979 41.806263, 2.3599064 41.8061475, 2.3597396 41.806138, 2.3595175 41.806112, 2.3593711 41.8061098, 2.3587879 41.8062297, 2.3586623 41.8062508, 2.3585084 41.806353, 2.3584037 41.8064031, 2.3583231 41.8064772, 2.358112 41.8065933, 2.3578717 41.8066869, 2.3574361 41.8067512, 2.3572072 41.8067649, 2.356853 41.806747, 2.3567598 41.8067397)"
270,20.33,From 15 to 30 min/km,#E53888,4,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771]",Edge <b>270</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 270</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 4</li>
                            <li><b>Average pace</b>: 20:20 min/km</li>
                        </ul></div>","LINESTRING (2.3622697 41.8067279, 2.3624587 41.8067666, 2.3625456 41.8067796, 2.3627844 41.8067845, 2.362836 41.8067644, 2.3631157 41.8067244, 2.3634523 41.8066136, 2.3636051 41.8065777, 2.3637675 41.8065642, 2.3640182 41.8065119, 2.3641282 41.8063875, 2.364292 41.8062705, 2.3645747 41.8060992, 2.3648088 41.8058595, 2.3650756 41.8055803, 2.3652654 41.8053919, 2.3653798 41.8053448, 2.3656356 41.8051821, 2.3657751 41.8050508, 2.3658676 41.805009, 2.3659574 41.8050162, 2.3662297 41.8050109, 2.3664402 41.8049439, 2.3667862 41.804665, 2.3670106 41.8045168, 2.3671832 41.804455, 2.367338 41.8044099, 2.367489 41.8043902, 2.3676354 41.8043817, 2.3678514 41.8043961, 2.3679349 41.8044142, 2.3679942 41.8044563, 2.3680968 41.8044446, 2.3683475 41.8045171, 2.3685511 41.8045801, 2.3686989 41.804647, 2.3691814 41.8046447, 2.3696133 41.8046487, 2.3696857 41.804634, 2.3697678 41.8046034, 2.3701518 41.8045391, 2.370577 41.8045369, 2.3709437 41.8045041, 2.3710097 41.8045341, 2.3711065 41.8045452, 2.3712803 41.8045341, 2.3716581 41.8045936, 2.371825 41.8046058, 2.3720776 41.804652, 2.3722897 41.8046712, 2.3724483 41.8046803, 2.3725614 41.8047174, 2.3729832 41.8048829, 2.3733174 41.8049882, 2.3736839 41.8050547)"
406,16.94,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115347710],Edge <b>406</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 406</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 16:56 min/km</li>
                        </ul></div>","LINESTRING (2.3788758 41.8090893, 2.3779609 41.8088506, 2.377299 41.8088404, 2.3764377 41.8086154, 2.3755901 41.8085215, 2.3744019 41.8088513, 2.3736063 41.8091704, 2.3728196 41.8097517)"
407,16.94,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115347710],Edge <b>407</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 407</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 16:56 min/km</li>
                        </ul></div>","LINESTRING (2.3788758 41.8090893, 2.379171 41.809022)"
410,19.18,From 15 to 30 min/km,#E53888,4,Less than 25 tracks,#FCEF91,"[115424618, 115424618, 115560771, 115560771]",Edge <b>410</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 410</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 4</li>
                            <li><b>Average pace</b>: 19:11 min/km</li>
                        </ul></div>","LINESTRING (2.3471785 41.8019146, 2.3472387 41.8019625, 2.3472446 41.8019911, 2.3472327 41.8020294, 2.3470412 41.802423, 2.3470427 41.8024788, 2.3470995 41.8025055, 2.3471713 41.8024932, 2.3477517 41.8018979, 2.3478639 41.8017518, 2.3479596 41.801608, 2.3480897 41.8015176, 2.3483485 41.8014396, 2.3486623 41.8013992)"
414,16.76,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115347710],Edge <b>414</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 414</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 16:46 min/km</li>
                        </ul></div>","LINESTRING (2.3728196 41.8097517, 2.3726179 41.8098167, 2.3724448 41.8098968)"
416,16.94,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115347710],Edge <b>416</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 416</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 16:56 min/km</li>
                        </ul></div>","LINESTRING (2.3728196 41.8097517, 2.3735577 41.8095721, 2.3740537 41.8094427, 2.3746444 41.8095637, 2.3757295 41.8096875, 2.3759536 41.8097098, 2.3761627 41.8097988, 2.3762971 41.8098155, 2.3764838 41.8099937, 2.3767975 41.810066, 2.3770141 41.8100605, 2.3773204 41.8099791)"
420,15.78,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115347710],Edge <b>420</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 420</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 15:47 min/km</li>
                        </ul></div>","LINESTRING (2.3596432 41.8170098, 2.3597503 41.8168799, 2.3597928 41.8167862)"
421,21.57,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115347710],Edge <b>421</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 421</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 21:34 min/km</li>
                        </ul></div>","LINESTRING (2.3596432 41.8170098, 2.3595582 41.8170859, 2.3594724 41.8171159, 2.359268 41.8171428, 2.3589982 41.8171979, 2.3585202 41.8173607, 2.3582841 41.817525, 2.3582182 41.817609, 2.3581479 41.817756, 2.3581001 41.8178054, 2.3580889 41.8178488, 2.3580272 41.8179194, 2.3580017 41.8180256, 2.357833 41.8182026, 2.3577349 41.8182672, 2.3576657 41.8183641, 2.3575093 41.8185183, 2.3572842 41.8187595, 2.357031 41.8190006, 2.3568111 41.8191801, 2.3567408 41.8192576, 2.3566815 41.819399, 2.3565735 41.8196876, 2.3565456 41.8197809, 2.3564866 41.8198257, 2.3564479 41.8199501, 2.3563278 41.8200508, 2.3563034 41.8201438, 2.3561593 41.8202646, 2.3559612 41.8203787)"
424,23.83,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115347710],Edge <b>424</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 424</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 23:50 min/km</li>
                        </ul></div>","LINESTRING (2.3574752 41.8136047, 2.3574017 41.8136609, 2.357239 41.8138259, 2.3570492 41.8140294, 2.3569458 41.8141403, 2.356875 41.8141802, 2.3567873 41.8142072, 2.3566048 41.8142317, 2.3564758 41.8142685, 2.3563909 41.8143198, 2.3562907 41.8143911, 2.356162 41.8145263, 2.3561097 41.8145996, 2.3560676 41.814655, 2.3559716 41.8148659, 2.3559512 41.814953, 2.3559555 41.815002, 2.3559915 41.8150656, 2.3561127 41.8151416, 2.3561347 41.8151918, 2.3561321 41.8152484, 2.3560975 41.8152696, 2.3559392 41.8153665, 2.355749 41.8155118, 2.355647 41.8156337, 2.3555632 41.8156975, 2.3553619 41.8158136, 2.355151 41.8160064, 2.3550865 41.8160974, 2.3550747 41.8161736, 2.3551121 41.8163029, 2.3551768 41.8164594, 2.3551991 41.8165131, 2.3551782 41.8165754, 2.3551079 41.8166972, 2.3550134 41.8169049, 2.3549652 41.8169623, 2.3548998 41.8170101, 2.3547845 41.8170866, 2.3547142 41.8171465, 2.3546509 41.8172293, 2.3546326 41.817309, 2.3546185 41.8174355, 2.3546278 41.8175947, 2.354608 41.8176841, 2.3545044 41.8178987, 2.3544896 41.8179842, 2.3544948 41.8180334, 2.3546275 41.8182815, 2.3546466 41.8183482, 2.3546409 41.8184053, 2.3544803 41.8186469, 2.3544105 41.8187965, 2.3543657 41.8189258, 2.3543971 41.8192725, 2.3543821 41.8193504, 2.3543418 41.8194007, 2.3537435 41.8197518, 2.35357 41.8199101, 2.3533965 41.8200572, 2.3531407 41.8202033, 2.3529729 41.8203334, 2.3529021 41.8204129, 2.3528281 41.8206112, 2.3527253 41.8208524)"
