id,avg_pace,pace_group,pace_color,total_tracks,total_tracks_group,total_tracks_color,list_tracks,map_tooltip,map_popup,geometry
1171,18.36,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1171</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1171</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 18:22 min/km</li>
                        </ul></div>","LINESTRING (2.3859538 41.843607, 2.3860199 41.843639, 2.3861634 41.8437185, 2.3863031 41.8437513, 2.3864061 41.8437404, 2.3865165 41.8437431, 2.3865716 41.8438253, 2.3867592 41.8439678, 2.3870572 41.8440692, 2.3874969 41.8441417)"
1172,12.39,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1172</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1172</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 12:23 min/km</li>
                        </ul></div>","LINESTRING (2.3859538 41.843607, 2.38595 41.843713, 2.3858875 41.8438609, 2.3857441 41.8439157, 2.3854388 41.8439651, 2.3850599 41.8440418, 2.3849458 41.8440549)"
1179,19.01,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1179</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1179</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 19:01 min/km</li>
                        </ul></div>","LINESTRING (2.3874969 41.8441417, 2.3873735 41.8441925, 2.3872337 41.8442308, 2.3871123 41.8442692, 2.3869652 41.8442829, 2.3866195 41.8443048)"
1180,14.33,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1180</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1180</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 14:20 min/km</li>
                        </ul></div>","LINESTRING (2.3874969 41.8441417, 2.387539 41.8441486, 2.3878663 41.8441651, 2.3879914 41.8441843, 2.3882028 41.8444531, 2.3882614 41.8444968)"
1189,17.23,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1189</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1189</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 17:14 min/km</li>
                        </ul></div>","LINESTRING (2.3879106 41.8444888, 2.38809 41.8444985, 2.3882614 41.8444968)"
1191,16.9,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1191</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1191</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 16:54 min/km</li>
                        </ul></div>","LINESTRING (2.3882614 41.8444968, 2.3883041 41.8445769, 2.3883682 41.8446452, 2.3884313 41.8447137)"
1209,14.79,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1209</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1209</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 14:47 min/km</li>
                        </ul></div>","LINESTRING (2.3885889 41.845121, 2.3885097 41.8449181, 2.3884313 41.8447137)"
1257,13.1,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115555882],Edge <b>1257</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1257</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 13:06 min/km</li>
                        </ul></div>","LINESTRING (2.3474016 41.8011097, 2.347408 41.8010795, 2.347438 41.8010348, 2.3474647 41.8010041, 2.3475059 41.8009749, 2.3475469 41.8009577, 2.3475991 41.8009434)"
1314,12.34,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1314</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1314</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 12:20 min/km</li>
                        </ul></div>","LINESTRING (2.3921582 41.8408894, 2.391315 41.8412139, 2.3907859 41.8413422, 2.3903261 41.8413504)"
1315,13.27,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1315</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1315</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 13:16 min/km</li>
                        </ul></div>","LINESTRING (2.3903261 41.8413504, 2.3899881 41.8413734, 2.3891723 41.8415791)"
1316,12.23,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1316</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1316</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 12:14 min/km</li>
                        </ul></div>","LINESTRING (2.3903261 41.8413504, 2.3902924 41.8418737)"
1318,15.97,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1318</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1318</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 15:58 min/km</li>
                        </ul></div>","LINESTRING (2.3891723 41.8415791, 2.3888358 41.841547, 2.3884135 41.8414798, 2.3875913 41.8411139, 2.3874813 41.8410926, 2.38735 41.8411072, 2.3872671 41.8412119, 2.3872545 41.8413219, 2.3872473 41.8414266, 2.3872256 41.8415045, 2.3871662 41.8415273)"
1372,17.17,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1372</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1372</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 17:10 min/km</li>
                        </ul></div>","LINESTRING (2.3901646 41.8476769, 2.3901898 41.8476312, 2.3902024 41.8475065, 2.3902121 41.8474395, 2.3902564 41.8472961)"
1482,11.36,Less than 15 min/km,#AC1754,2,Less than 25 tracks,#FCEF91,"[115537812, 115537812]",Edge <b>1482</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1482</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 11:22 min/km</li>
                        </ul></div>","LINESTRING (2.3980408 41.8419579, 2.3982346 41.8419491, 2.3983374 41.8419167, 2.3983888 41.841846, 2.3984125 41.8417311, 2.3984363 41.8416191, 2.3984916 41.8414306, 2.3985965 41.8411384)"
1483,15.0,From 15 to 30 min/km,#E53888,2,Less than 25 tracks,#FCEF91,"[115537812, 115537812]",Edge <b>1483</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1483</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 15:00 min/km</li>
                        </ul></div>","LINESTRING (2.3985965 41.8411384, 2.3988723 41.8411938, 2.399098 41.8412448)"
1484,14.12,Less than 15 min/km,#AC1754,3,Less than 25 tracks,#FCEF91,"[115537812, 115537812, 115537812]",Edge <b>1484</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1484</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 3</li>
                            <li><b>Average pace</b>: 14:07 min/km</li>
                        </ul></div>","LINESTRING (2.3985965 41.8411384, 2.3983534 41.8411596, 2.3980659 41.8413273, 2.3978998 41.8414215, 2.3977298 41.8415659, 2.3975202 41.8416395, 2.3972513 41.8416572, 2.3969666 41.8416307, 2.3966898 41.8415835, 2.3960413 41.8414097, 2.3955668 41.8413862, 2.3951081 41.8413803, 2.3947997 41.8413921, 2.3944985 41.841371, 2.3943562 41.8413823)"
1485,16.76,From 15 to 30 min/km,#E53888,2,Less than 25 tracks,#FCEF91,"[115537812, 115537812]",Edge <b>1485</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1485</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 16:46 min/km</li>
                        </ul></div>","LINESTRING (2.399098 41.8412448, 2.3993115 41.8412035, 2.3996872 41.8410061, 2.399856 41.8409296)"
1486,13.09,Less than 15 min/km,#AC1754,2,Less than 25 tracks,#FCEF91,"[115537812, 115537812]",Edge <b>1486</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1486</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 13:05 min/km</li>
                        </ul></div>","LINESTRING (2.399098 41.8412448, 2.3992285 41.8412978, 2.3993234 41.8414657, 2.3993155 41.8417043, 2.3995499 41.8418504, 2.3997842 41.8418163, 2.4003716 41.8415763, 2.4009212 41.8420563, 2.4016034 41.8423387, 2.400997 41.8429457, 2.4009401 41.8437928, 2.401197 41.8442181)"
1563,11.97,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1563</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1563</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 11:58 min/km</li>
                        </ul></div>","LINESTRING (2.3884313 41.8447137, 2.3883228 41.8447234, 2.3882022 41.844743, 2.3881043 41.844791, 2.3879838 41.8448852, 2.387905 41.844919, 2.3877785 41.8449359, 2.3876436 41.8449235, 2.387492 41.8449599, 2.3873673 41.8450157)"
1730,14.33,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1730</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1730</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 14:20 min/km</li>
                        </ul></div>","LINESTRING (2.4035575 41.8427038, 2.4032922 41.8422371, 2.403247 41.842126, 2.4031701 41.8419338, 2.4031439 41.841786, 2.4031248 41.8416451, 2.4031167 41.8415214, 2.4031507 41.8414099, 2.4032337 41.8412, 2.4033807 41.8408483, 2.4034215 41.840755, 2.4034569 41.8406364, 2.40348 41.840532, 2.4034809 41.8404856, 2.40348 41.8404559, 2.4034726 41.8403575, 2.403446 41.8402288, 2.4033521 41.8400474)"
1732,15.98,From 15 to 30 min/km,#E53888,2,Less than 25 tracks,#FCEF91,"[115537812, 115537812]",Edge <b>1732</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1732</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 2</li>
                            <li><b>Average pace</b>: 15:59 min/km</li>
                        </ul></div>","LINESTRING (2.4035575 41.8427038, 2.4029299 41.8430869, 2.4021719 41.8440751, 2.4012812 41.8443575, 2.401197 41.8442181)"
1859,14.33,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115555882],Edge <b>1859</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1859</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 14:20 min/km</li>
                        </ul></div>","LINESTRING (2.3533108 41.8026827, 2.3531875 41.8026227, 2.3531338 41.8025745, 2.353107 41.8024786, 2.3530759 41.8023958, 2.35293 41.8022208, 2.3527944 41.8020133, 2.3527905 41.8019429, 2.3528227 41.8018573, 2.3530067 41.80154, 2.3530252 41.8014473, 2.3530008 41.8013731, 2.3529257 41.8013489, 2.3528162 41.8013477, 2.3526414 41.8013771, 2.3523921 41.8014702, 2.3518655 41.8017825, 2.3515642 41.8018691, 2.3512219 41.8019401, 2.3508595 41.8019091, 2.3506351 41.8018687, 2.3503693 41.8017903, 2.3501448 41.8016796, 2.3498529 41.8014531, 2.3496217 41.8013632, 2.3492659 41.8013522, 2.3489034 41.8013735, 2.3486623 41.8013992)"
1968,14.17,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1968</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1968</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 14:10 min/km</li>
                        </ul></div>","LINESTRING (2.3873085 41.840785, 2.3872491 41.8407675, 2.3871607 41.8407845, 2.3868928 41.8408684, 2.3867347 41.840916, 2.3866371 41.8410008, 2.3865867 41.8411722, 2.3865062 41.8414759, 2.3864477 41.8416218)"
1969,13.14,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>1969</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 1969</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 13:08 min/km</li>
                        </ul></div>","LINESTRING (2.3873085 41.840785, 2.3873337 41.8408212, 2.3872761 41.8408978, 2.3871698 41.8409796, 2.3870977 41.8410763, 2.3870545 41.8412602, 2.3870509 41.8414199, 2.3871013 41.8414871, 2.3871662 41.8415273)"
2243,14.58,Less than 15 min/km,#AC1754,1,Less than 25 tracks,#FCEF91,[115555882],Edge <b>2243</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 2243</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 14:35 min/km</li>
                        </ul></div>","LINESTRING (2.3485181 41.8015012, 2.3486569 41.8014452, 2.3486623 41.8013992)"
2858,17.31,From 15 to 30 min/km,#E53888,1,Less than 25 tracks,#FCEF91,[115537812],Edge <b>2858</b>,"<div style=""font-size: 10px;"">
                        <b>Edge 2858</b><br>
                        <ul style=""padding-left: 16px; margin: 4px 0;"">
                            <li><b>Total registered tracks</b>: 1</li>
                            <li><b>Average pace</b>: 17:19 min/km</li>
                        </ul></div>","LINESTRING (2.3850811 41.8381293, 2.3850933 41.838348, 2.3853502 41.8384483, 2.3856927 41.8386305, 2.3860719 41.838667, 2.3859741 41.8390407, 2.3857294 41.8394326, 2.3855949 41.8396878, 2.3856927 41.8397971, 2.3859374 41.8398792, 2.3858028 41.8400614, 2.3857417 41.8402437, 2.3861698 41.8404533, 2.3862554 41.8410548, 2.3864477 41.8416218)"
